"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Residential - Natural Gas","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP",".0309974","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP",".0306546","TON"
"Fuel Comb - Residential - Other","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP",".03064211","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Lee","105","PM2.5 Primary (Filt + Cond)","CAP",".03063201","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Carroll","035","PM2.5 Primary (Filt + Cond)","CAP",".0306013","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP",".030496585","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP",".0303234","TON"
"Fuel Comb - Residential - Other","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP",".03022743","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Wise","195","PM2.5 Primary (Filt + Cond)","CAP",".0301889","TON"
"Fuel Comb - Residential - Other","VA","51","Franklin city","620","PM2.5 Primary (Filt + Cond)","CAP",".02976095","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Staunton city","790","PM2.5 Primary (Filt + Cond)","CAP",".029685162","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Appomattox","011","PM2.5 Primary (Filt + Cond)","CAP",".029597791","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Colonial Heights city","570","PM2.5 Primary (Filt + Cond)","CAP",".0294614","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP",".0293015","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Madison","113","PM2.5 Primary (Filt + Cond)","CAP",".0292807","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Falls Church city","610","PM2.5 Primary (Filt + Cond)","CAP",".0291382","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Campbell","031","PM2.5 Primary (Filt + Cond)","CAP",".0291226","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Norton city","720","PM2.5 Primary (Filt + Cond)","CAP",".0289359","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP",".02884405","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP",".0288234","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Franklin","067","PM2.5 Primary (Filt + Cond)","CAP",".0287243","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP",".028610556","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Alexandria city","510","PM2.5 Primary (Filt + Cond)","CAP",".0284928","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Manassas Park city","685","PM2.5 Primary (Filt + Cond)","CAP",".02840617","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Louisa","109","PM2.5 Primary (Filt + Cond)","CAP",".0283263","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP",".0282839","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP",".0282828","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP",".028221769723","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP",".0280091","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP",".02791689445","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP",".02787535","TON"
"Fuel Comb - Residential - Other","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP",".02766667","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP",".02761647","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP",".0276134","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP",".0276115053","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Mecklenburg","117","PM2.5 Primary (Filt + Cond)","CAP",".0275012","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP",".0274049","TON"
"Industrial Processes - Pulp & Paper","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP",".0273397","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP",".027154","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Northampton","131","PM2.5 Primary (Filt + Cond)","CAP",".0271191","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP",".0271113","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP",".02700686","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP",".0269292","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP",".0267157","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Poquoson city","735","PM2.5 Primary (Filt + Cond)","CAP",".0266982","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP",".0264604","TON"
"Mobile - Aircraft","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP",".0263537","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP",".0262968","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP",".0262907","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Brunswick","025","PM2.5 Primary (Filt + Cond)","CAP",".02618012","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP",".0261790945","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP",".02615339606","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP",".0259631604","TON"
"Mobile - Aircraft","VA","51","Gloucester","073","PM2.5 Primary (Filt + Cond)","CAP",".0259551215","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Middlesex","119","PM2.5 Primary (Filt + Cond)","CAP",".025824608","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP",".02577093","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Powhatan","145","PM2.5 Primary (Filt + Cond)","CAP",".025633760568","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP",".02559","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Emporia city","595","PM2.5 Primary (Filt + Cond)","CAP",".02553711","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Pulaski","155","PM2.5 Primary (Filt + Cond)","CAP",".0254752","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Halifax","083","PM2.5 Primary (Filt + Cond)","CAP",".0254658","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Goochland","075","PM2.5 Primary (Filt + Cond)","CAP",".0254156","TON"
"Fuel Comb - Residential - Other","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP",".02540651","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Falls Church city","610","PM2.5 Primary (Filt + Cond)","CAP",".025348","TON"
"Mobile - Aircraft","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP",".02527663","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Accomack","001","PM2.5 Primary (Filt + Cond)","CAP",".0252149","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP",".025204453","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Williamsburg city","830","PM2.5 Primary (Filt + Cond)","CAP",".025151279472","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Winchester city","840","PM2.5 Primary (Filt + Cond)","CAP",".0250779","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Giles","071","PM2.5 Primary (Filt + Cond)","CAP",".02504783","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Manassas Park city","685","PM2.5 Primary (Filt + Cond)","CAP",".0250118","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP",".0250034","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Newport News city","700","PM2.5 Primary (Filt + Cond)","CAP",".0249967","TON"
"Fuel Comb - Residential - Other","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP",".02499506","TON"
"Fuel Comb - Residential - Other","VA","51","Lexington city","678","PM2.5 Primary (Filt + Cond)","CAP",".02467624","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Essex","057","PM2.5 Primary (Filt + Cond)","CAP",".0246195","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP",".0246065","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Amelia","007","PM2.5 Primary (Filt + Cond)","CAP",".0245249","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Buena Vista city","530","PM2.5 Primary (Filt + Cond)","CAP",".02452479","TON"
"Fuel Comb - Residential - Other","VA","51","Galax city","640","PM2.5 Primary (Filt + Cond)","CAP",".02442936","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP",".024415521067","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP",".024392040632","TON"
"Fuel Comb - Residential - Other","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP",".02416872","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Middlesex","119","PM2.5 Primary (Filt + Cond)","CAP",".0241352","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP",".0241296","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Poquoson city","735","PM2.5 Primary (Filt + Cond)","CAP",".0239772","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Sussex","183","PM2.5 Primary (Filt + Cond)","CAP",".023955474","TON"
"Fuel Comb - Residential - Other","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP",".02389107","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP",".0237991","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP",".0237597","TON"
"Fuel Comb - Residential - Other","VA","51","Buena Vista city","530","PM2.5 Primary (Filt + Cond)","CAP",".02359273","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP",".0235545341","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Grayson","077","PM2.5 Primary (Filt + Cond)","CAP",".0234752","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Henry","089","PM2.5 Primary (Filt + Cond)","CAP",".0233583","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP",".0233253","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP",".0232926","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Fauquier","061","PM2.5 Primary (Filt + Cond)","CAP",".0232038","TON"
"Mobile - Aircraft","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP",".02313516","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Norton city","720","PM2.5 Primary (Filt + Cond)","CAP",".0230765584","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Buena Vista city","530","PM2.5 Primary (Filt + Cond)","CAP",".0228818","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","51","Spotsylvania","177","PM2.5 Primary (Filt + Cond)","CAP",".0228","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","51","Lexington city","678","PM2.5 Primary (Filt + Cond)","CAP",".022725","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP",".02268947","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Waynesboro city","820","PM2.5 Primary (Filt + Cond)","CAP",".0225994","TON"
"Mobile - Aircraft","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP",".0221221","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Amherst","009","PM2.5 Primary (Filt + Cond)","CAP",".022085","TON"
"Mobile - Aircraft","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP",".02207964","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP",".0220304","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP",".0217270608","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Orange","137","PM2.5 Primary (Filt + Cond)","CAP",".0216993","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP",".021571837","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Lunenburg","111","PM2.5 Primary (Filt + Cond)","CAP",".021571837","TON"
"Mobile - Aircraft","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP",".0215472","TON"
"Mobile - Non-Road Equipment - Other","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP",".02151173507","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP",".0213210531","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP",".0213013","TON"
"Mobile - Aircraft","VA","51","Lancaster","103","PM2.5 Primary (Filt + Cond)","CAP",".02129696","TON"
"Mobile - Aircraft","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP",".02129696","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Prince Edward","147","PM2.5 Primary (Filt + Cond)","CAP",".021279","TON"
"Mobile - Aircraft","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP",".02124905","TON"
"Mobile - Aircraft","VA","51","Patrick","141","PM2.5 Primary (Filt + Cond)","CAP",".021205053","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Middlesex","119","PM2.5 Primary (Filt + Cond)","CAP",".02093568","TON"
"Fuel Comb - Residential - Other","VA","51","Covington city","580","PM2.5 Primary (Filt + Cond)","CAP",".0208875","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","New Kent","127","PM2.5 Primary (Filt + Cond)","CAP",".02080208","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP",".0208003991","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP",".0206986","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Highland","091","PM2.5 Primary (Filt + Cond)","CAP",".02057205295","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Madison","113","PM2.5 Primary (Filt + Cond)","CAP",".02051815","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Bedford city","515","PM2.5 Primary (Filt + Cond)","CAP",".02041793","TON"
"Fuel Comb - Residential - Other","VA","51","Emporia city","595","PM2.5 Primary (Filt + Cond)","CAP",".02038691","TON"
"Industrial Processes - Storage and Transfer","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP",".0203522","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Charlottesville city","540","PM2.5 Primary (Filt + Cond)","CAP",".0202767","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP",".0202767","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP",".020148","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP",".020051666","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Westmoreland","193","PM2.5 Primary (Filt + Cond)","CAP",".019992041","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Portsmouth city","740","PM2.5 Primary (Filt + Cond)","CAP",".0198987","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Dinwiddie","053","PM2.5 Primary (Filt + Cond)","CAP",".0198834","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP",".019866777","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Hanover","085","PM2.5 Primary (Filt + Cond)","CAP",".0197665","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","King William","101","PM2.5 Primary (Filt + Cond)","CAP",".019733164","TON"
"Industrial Processes - Pulp & Paper","VA","51","Norfolk city","710","PM2.5 Primary (Filt + Cond)","CAP",".0197134","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Clarke","043","PM2.5 Primary (Filt + Cond)","CAP",".019582853","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP",".0194936","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Nelson","125","PM2.5 Primary (Filt + Cond)","CAP",".01924305","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Bedford city","515","PM2.5 Primary (Filt + Cond)","CAP",".0192389","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP",".0192","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Greene","079","PM2.5 Primary (Filt + Cond)","CAP",".019023342","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Franklin city","620","PM2.5 Primary (Filt + Cond)","CAP",".018933","TON"
"Industrial Processes - Petroleum Refineries","VA","51","Richmond city","760","PM2.5 Primary (Filt + Cond)","CAP",".01871","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Pittsylvania","143","PM2.5 Primary (Filt + Cond)","CAP",".0186477","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Albemarle","003","PM2.5 Primary (Filt + Cond)","CAP",".0186426","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP",".0183782","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Greensville","081","PM2.5 Primary (Filt + Cond)","CAP",".018281","TON"
"Fuel Comb - Comm/Institutional - Biomass","VA","51","Highland","091","PM2.5 Primary (Filt + Cond)","CAP",".0181988","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Stafford","179","PM2.5 Primary (Filt + Cond)","CAP",".01811325","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Covington city","580","PM2.5 Primary (Filt + Cond)","CAP",".018079025","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Fairfax city","600","PM2.5 Primary (Filt + Cond)","CAP",".018047567","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Roanoke","161","PM2.5 Primary (Filt + Cond)","CAP",".0179815","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP",".017921027","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Montgomery","121","PM2.5 Primary (Filt + Cond)","CAP",".0177832","TON"
"Mobile - Aircraft","VA","51","Prince George","149","PM2.5 Primary (Filt + Cond)","CAP",".01771302","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","Hampton city","650","PM2.5 Primary (Filt + Cond)","CAP",".0174707","TON"
"Industrial Processes - NEC","VA","51","Wythe","197","PM2.5 Primary (Filt + Cond)","CAP",".0174107","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Martinsville city","690","PM2.5 Primary (Filt + Cond)","CAP",".0174105975","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Appomattox","011","PM2.5 Primary (Filt + Cond)","CAP",".017194503","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP",".0171936","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Manassas city","683","PM2.5 Primary (Filt + Cond)","CAP",".0171368","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Isle of Wight","093","PM2.5 Primary (Filt + Cond)","CAP",".0171048","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Southampton","175","PM2.5 Primary (Filt + Cond)","CAP",".017085944","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Lexington city","678","PM2.5 Primary (Filt + Cond)","CAP",".01703587676","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Dickenson","051","PM2.5 Primary (Filt + Cond)","CAP",".017019147","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","King George","099","PM2.5 Primary (Filt + Cond)","CAP",".0168037","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP",".016762716","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VA","51","Cumberland","049","PM2.5 Primary (Filt + Cond)","CAP",".016503728","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Suffolk city","800","PM2.5 Primary (Filt + Cond)","CAP",".0163288","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP",".0163246","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Bath","017","PM2.5 Primary (Filt + Cond)","CAP",".0162987028","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","VA","51","Alleghany","005","PM2.5 Primary (Filt + Cond)","CAP",".0161788","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Rappahannock","157","PM2.5 Primary (Filt + Cond)","CAP",".0161629","TON"
"Mobile - Aircraft","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP",".01597272","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Charles city","036","PM2.5 Primary (Filt + Cond)","CAP",".0159011","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP",".015886277","TON"
"Mobile - Aircraft","VA","51","Fluvanna","065","PM2.5 Primary (Filt + Cond)","CAP",".01570432","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Lexington city","678","PM2.5 Primary (Filt + Cond)","CAP",".0156983","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Galax city","640","PM2.5 Primary (Filt + Cond)","CAP",".0155412","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP",".015524337","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","King and Queen","097","PM2.5 Primary (Filt + Cond)","CAP",".0153754","TON"
"Mobile - Non-Road Equipment - Other","VA","51","Mathews","115","PM2.5 Primary (Filt + Cond)","CAP",".015299368435","TON"
"Dust - Unpaved Road Dust","VA","51","Roanoke city","770","PM2.5 Primary (Filt + Cond)","CAP",".0152379","TON"
"Dust - Unpaved Road Dust","VA","51","Bristol city","520","PM2.5 Primary (Filt + Cond)","CAP",".0152379","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP",".0151988","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Charlotte","037","PM2.5 Primary (Filt + Cond)","CAP",".015156899","TON"
"Mobile - Aircraft","VA","51","Richmond","159","PM2.5 Primary (Filt + Cond)","CAP",".0151449415","TON"
"Fuel Comb - Comm/Institutional - Other","VA","51","James city","095","PM2.5 Primary (Filt + Cond)","CAP",".01513554","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Galax city","640","PM2.5 Primary (Filt + Cond)","CAP",".0150286","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Buena Vista city","530","PM2.5 Primary (Filt + Cond)","CAP",".015009","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","51","Washington","191","PM2.5 Primary (Filt + Cond)","CAP",".0149362","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Buckingham","029","PM2.5 Primary (Filt + Cond)","CAP",".014881325","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Rockingham","165","PM2.5 Primary (Filt + Cond)","CAP",".0147422","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VA","51","Russell","167","PM2.5 Primary (Filt + Cond)","CAP",".0147338","TON"
"Fuel Comb - Residential - Natural Gas","VA","51","Bland","021","PM2.5 Primary (Filt + Cond)","CAP",".0147189","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Northumberland","133","PM2.5 Primary (Filt + Cond)","CAP",".014664197","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Frederick","069","PM2.5 Primary (Filt + Cond)","CAP",".01461","TON"
"Mobile - Aircraft","VA","51","Craig","045","PM2.5 Primary (Filt + Cond)","CAP",".0146003","TON"
"Mobile - Aircraft","VA","51","Floyd","063","PM2.5 Primary (Filt + Cond)","CAP",".01455453","TON"
"Mobile - Aircraft","VA","51","Madison","113","PM2.5 Primary (Filt + Cond)","CAP",".0145431","TON"
"Industrial Processes - Non-ferrous Metals","VA","51","Culpeper","047","PM2.5 Primary (Filt + Cond)","CAP",".0145161","TON"
"Miscellaneous Non-Industrial NEC","VA","51","Lynchburg city","680","PM2.5 Primary (Filt + Cond)","CAP",".0143456","TON"
"Fuel Comb - Comm/Institutional - Oil","VA","51","Surry","181","PM2.5 Primary (Filt + Cond)","CAP",".014277252","TON"
